[0, 1];[0, 1];[0, 1];;3.114044031131505;0.00014018898426706728;;3.114044031131505;0.0;;0.00014018898426706728;0.0;;3.1139038421472383;;0.00695037841796875;0.01598811149597168;0.0009961128234863281;0.0020008087158203125;0.01795053482055664;;100.0;100.0;100.0;;[0, 1]
[0, 1];[0, 1];[0, 1];;2.221852776524154;0.0010738019050784253;;3.114044031131505;-0.8921912546073512;;0.00014018898426706728;0.000933612920811358;;3.1139038421472383;;0.007978439331054688;0.041872501373291016;0.0020055770874023438;0.00598454475402832;0.04887056350708008;;100.0;100.0;100.0;;[0, 1]
[0, 1];[0, 1, 3];[0, 1];;1.5645441163170086;0.0023134226951516765;;3.114044031131505;-1.5494999148144966;;0.00013334541131645493;0.0021800772838352217;;3.1139038421472383;;0.010966300964355469;0.10272526741027832;0.0029914379119873047;0.016927480697631836;0.12167501449584961;;100.0;100.0;100.0;;[0, 1]
[0, 1];[0, 1, 3];[0, 1];;1.129891860406548;0.0038847111985247504;;3.114044031131505;-1.9841521707249572;;0.00013334541131645493;0.0037513657872082955;;3.1139038421472383;;0.012964487075805664;0.24434614181518555;0.0029926300048828125;0.04487967491149902;0.2922494411468506;;100.0;100.0;100.0;;[0, 1]
[0, 1];[0, 1, 3];[0, 1];;0.5818343251261272;0.19537094545993974;;3.114044031131505;-2.532209706005378;;0.00013334541131645493;0.19523760004862328;;3.1139038421472383;;0.015954017639160156;0.5684826374053955;0.003989458084106445;0.10867881774902344;0.678185224533081;;100.0;100.0;100.0;;[0, 1]
[0, 1];[0, 1, 3];[0, 1];;0.21391774143120368;0.008401848750324023;;3.114044031131505;-2.9001262897003013;;0.00013334541131645493;0.008268503339007569;;3.1139038421472383;;0.020943880081176758;1.294536828994751;0.004987001419067383;0.26132893562316895;1.5607986450195312;;100.0;100.0;100.0;;[0, 1]
[0, 1];[7];[0, 1];;-0.19209183320069645;0.23999026789424208;;3.114044031131505;-3.3061358643322016;;0.00013167282866556986;0.2398585950655765;;3.1139038421472383;;0.024931669235229492;2.9341790676116943;0.004987001419067383;0.6123342514038086;3.5874037742614746;;100.0;0.0;100.0;;[0, 1]
[0, 1];[7];[0, 1];;-0.6285489401442036;0.021606342144209534;;3.114044031131505;-3.742592971275709;;0.00013167282866556986;0.021474669315543964;;3.1139038421472383;;0.028922557830810547;6.596383094787598;0.005983591079711914;1.415187120437622;8.049468040466309;;100.0;0.0;100.0;;[0, 1]
[0, 1];[7];[0, 1];;-1.0476624865874944;0.03515616582379401;;3.114044031131505;-4.161706517719;;0.00013167282866556986;0.035024492995128435;;3.1139038421472383;;0.031943321228027344;14.76051664352417;0.007978200912475586;3.207392692565918;17.990875244140625;;100.0;0.0;100.0;;[0, 1]
[0, 1];[7];[0, 1];;-1.325410917661857;0.08530217781082784;;3.114044031131505;-4.439454948793362;;0.00013167282866556986;0.08517050498216228;;3.1139038421472383;;0.0359039306640625;32.80125832557678;0.008976221084594727;7.207749366760254;40.01994800567627;;100.0;0.0;100.0;;[0, 1]
